# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-10-05 13:48:31 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05289800 MINNEHAHA CREEK AT HIAWATHA AVE. IN MINNEAPOLIS,MN
# -----------------------------------------------------------------------------------
#
# Data provided for site 05289800
#            TS   parameter     Description
#         74489       00065     Gage height, feet
#         74490       00060     Discharge, cubic feet per second
#         74491       00045     Precipitation, total, inches
#         74494       00010     Temperature, water, degrees Celsius
#         74495       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	74489_00065	74489_00065_cd	74490_00060	74490_00060_cd	74491_00045	74491_00045_cd	74494_00010	74494_00010_cd	74495_00095	74495_00095_cd
USGS	05289800	2019-09-29 20:00	CDT	14.44	P	229	P	0.00	P	16.6	P	416	P
USGS	05289800	2019-09-29 20:05	CDT	14.44	P	229	P	0.00	P	16.6	P	415	P
USGS	05289800	2019-09-29 20:10	CDT	14.43	P	228	P	0.00	P	16.6	P	415	P
USGS	05289800	2019-09-29 20:15	CDT	14.44	P	229	P	0.00	P	16.6	P	415	P
USGS	05289800	2019-09-29 20:20	CDT	14.44	P	229	P	0.00	P	16.6	P	416	P
USGS	05289800	2019-09-29 20:25	CDT	14.44	P	229	P	0.00	P	16.6	P	416	P
USGS	05289800	2019-09-29 20:30	CDT	14.44	P	229	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 20:35	CDT	14.43	P	228	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 20:40	CDT	14.43	P	228	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-29 20:45	CDT	14.43	P	228	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-29 20:50	CDT	14.43	P	228	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 20:55	CDT	14.43	P	228	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-29 21:00	CDT	14.44	P	229	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-29 21:05	CDT	14.43	P	228	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-29 21:10	CDT	14.43	P	228	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 21:15	CDT	14.43	P	228	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 21:20	CDT	14.43	P	228	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 21:25	CDT	14.43	P	228	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 21:30	CDT	14.43	P	228	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 21:35	CDT	14.43	P	228	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-29 21:40	CDT	14.43	P	228	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 21:45	CDT	14.42	P	227	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 21:50	CDT	14.42	P	227	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 21:55	CDT	14.42	P	227	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 22:00	CDT	14.43	P	228	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 22:05	CDT	14.42	P	227	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-29 22:10	CDT	14.42	P	227	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-29 22:15	CDT	14.42	P	227	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-29 22:20	CDT	14.42	P	227	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-29 22:25	CDT	14.42	P	227	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-29 22:30	CDT	14.42	P	227	P	0.01	P	16.5	P	412	P
USGS	05289800	2019-09-29 22:35	CDT	14.42	P	227	P	0.00	P	16.5	P	411	P
USGS	05289800	2019-09-29 22:40	CDT	14.42	P	227	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-29 22:45	CDT	14.42	P	227	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-29 22:50	CDT	14.42	P	227	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-29 22:55	CDT	14.43	P	228	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-29 23:00	CDT	14.42	P	227	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-29 23:05	CDT	14.43	P	228	P	0.00	P	16.5	P	412	P
USGS	05289800	2019-09-29 23:10	CDT	14.42	P	227	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-29 23:15	CDT	14.42	P	227	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-29 23:20	CDT	14.43	P	228	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-29 23:25	CDT	14.42	P	227	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-29 23:30	CDT	14.41	P	225	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-29 23:35	CDT	14.42	P	227	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-29 23:40	CDT	14.42	P	227	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-29 23:45	CDT	14.42	P	227	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-29 23:50	CDT	14.41	P	225	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-29 23:55	CDT	14.41	P	225	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-30 00:00	CDT	14.41	P	225	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-30 00:05	CDT	14.41	P	225	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-30 00:10	CDT	14.43	P	228	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-30 00:15	CDT	14.41	P	225	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-30 00:20	CDT	14.41	P	225	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 00:25	CDT	14.41	P	225	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 00:30	CDT	14.41	P	225	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 00:35	CDT	14.41	P	225	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 00:40	CDT	14.41	P	225	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-30 00:45	CDT	14.41	P	225	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-30 00:50	CDT	14.40	P	224	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-30 00:55	CDT	14.42	P	227	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-30 01:00	CDT	14.40	P	224	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-30 01:05	CDT	14.40	P	224	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 01:10	CDT	14.41	P	225	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 01:15	CDT	14.41	P	225	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 01:20	CDT	14.40	P	224	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 01:25	CDT	14.41	P	225	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 01:30	CDT	14.41	P	225	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 01:35	CDT	14.40	P	224	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 01:40	CDT	14.41	P	225	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 01:45	CDT	14.40	P	224	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 01:50	CDT	14.40	P	224	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 01:55	CDT	14.40	P	224	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 02:00	CDT	14.41	P	225	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 02:05	CDT	14.41	P	225	P	0.00	P	16.5	P	418	P
USGS	05289800	2019-09-30 02:10	CDT	14.41	P	225	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 02:15	CDT	14.40	P	224	P	0.00	P	16.5	P	418	P
USGS	05289800	2019-09-30 02:20	CDT	14.40	P	224	P	0.00	P	16.5	P	418	P
USGS	05289800	2019-09-30 02:25	CDT	14.41	P	225	P	0.00	P	16.5	P	418	P
USGS	05289800	2019-09-30 02:30	CDT	14.41	P	225	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 02:35	CDT	14.40	P	224	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 02:40	CDT	14.41	P	225	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 02:45	CDT	14.40	P	224	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 02:50	CDT	14.40	P	224	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 02:55	CDT	14.40	P	224	P	0.00	P	16.5	P	418	P
USGS	05289800	2019-09-30 03:00	CDT	14.40	P	224	P	0.00	P	16.5	P	418	P
USGS	05289800	2019-09-30 03:05	CDT	14.40	P	224	P	0.00	P	16.5	P	418	P
USGS	05289800	2019-09-30 03:10	CDT	14.41	P	225	P	0.00	P	16.5	P	418	P
USGS	05289800	2019-09-30 03:15	CDT	14.40	P	224	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 03:20	CDT	14.39	P	222	P	0.00	P	16.5	P	418	P
USGS	05289800	2019-09-30 03:25	CDT	14.40	P	224	P	0.00	P	16.5	P	419	P
USGS	05289800	2019-09-30 03:30	CDT	14.40	P	224	P	0.00	P	16.5	P	418	P
USGS	05289800	2019-09-30 03:35	CDT	14.40	P	224	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 03:40	CDT	14.39	P	222	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 03:45	CDT	14.40	P	224	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 03:50	CDT	14.39	P	222	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 03:55	CDT	14.40	P	224	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 04:00	CDT	14.40	P	224	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 04:05	CDT	14.40	P	224	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 04:10	CDT	14.40	P	224	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 04:15	CDT	14.40	P	224	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 04:20	CDT	14.40	P	224	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 04:25	CDT	14.39	P	222	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 04:30	CDT	14.40	P	224	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 04:35	CDT	14.39	P	222	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 04:40	CDT	14.39	P	222	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 04:45	CDT	14.39	P	222	P	0.00	P	16.5	P	417	P
USGS	05289800	2019-09-30 04:50	CDT	14.39	P	222	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 04:55	CDT	14.40	P	224	P	0.02	P	16.5	P	416	P
USGS	05289800	2019-09-30 05:00	CDT	14.40	P	224	P	0.01	P	16.5	P	416	P
USGS	05289800	2019-09-30 05:05	CDT	14.40	P	224	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 05:10	CDT	14.40	P	224	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 05:15	CDT	14.40	P	224	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 05:20	CDT	14.40	P	224	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 05:25	CDT	14.40	P	224	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 05:30	CDT	14.40	P	224	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 05:35	CDT	14.40	P	224	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 05:40	CDT	14.41	P	225	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 05:45	CDT	14.41	P	225	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 05:50	CDT	14.40	P	224	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 05:55	CDT	14.41	P	225	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 06:00	CDT	14.41	P	225	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 06:05	CDT	14.40	P	224	P	0.00	P	16.5	P	416	P
USGS	05289800	2019-09-30 06:10	CDT	14.41	P	225	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 06:15	CDT	14.40	P	224	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 06:20	CDT	14.41	P	225	P	0.00	P	16.5	P	415	P
USGS	05289800	2019-09-30 06:25	CDT	14.41	P	225	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-30 06:30	CDT	14.40	P	224	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-30 06:35	CDT	14.40	P	224	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-30 06:40	CDT	14.40	P	224	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-30 06:45	CDT	14.40	P	224	P	0.00	P	16.5	P	413	P
USGS	05289800	2019-09-30 06:50	CDT	14.41	P	225	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-30 06:55	CDT	14.40	P	224	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-30 07:00	CDT	14.39	P	222	P	0.00	P	16.5	P	414	P
USGS	05289800	2019-09-30 07:05	CDT	14.40	P	224	P	0.00	P	16.6	P	414	P
USGS	05289800	2019-09-30 07:10	CDT	14.41	P	225	P	0.00	P	16.6	P	416	P
USGS	05289800	2019-09-30 07:15	CDT	14.40	P	224	P	0.00	P	16.6	P	416	P
USGS	05289800	2019-09-30 07:20	CDT	14.40	P	224	P	0.00	P	16.6	P	416	P
USGS	05289800	2019-09-30 07:25	CDT	14.40	P	224	P	0.00	P	16.6	P	416	P
USGS	05289800	2019-09-30 07:30	CDT	14.39	P	222	P	0.00	P	16.6	P	417	P
USGS	05289800	2019-09-30 07:35	CDT	14.40	P	224	P	0.00	P	16.6	P	417	P
USGS	05289800	2019-09-30 07:40	CDT	14.39	P	222	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 07:45	CDT	14.39	P	222	P	0.00	P	16.6	P	417	P
USGS	05289800	2019-09-30 07:50	CDT	14.40	P	224	P	0.00	P	16.6	P	416	P
USGS	05289800	2019-09-30 07:55	CDT	14.39	P	222	P	0.00	P	16.6	P	417	P
USGS	05289800	2019-09-30 08:00	CDT	14.40	P	224	P	0.00	P	16.6	P	417	P
USGS	05289800	2019-09-30 08:05	CDT	14.39	P	222	P	0.00	P	16.6	P	417	P
USGS	05289800	2019-09-30 08:10	CDT	14.40	P	224	P	0.00	P	16.6	P	417	P
USGS	05289800	2019-09-30 08:15	CDT	14.39	P	222	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 08:20	CDT	14.39	P	222	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 08:25	CDT	14.40	P	224	P	0.00	P	16.6	P	417	P
USGS	05289800	2019-09-30 08:30	CDT	14.39	P	222	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 08:35	CDT	14.39	P	222	P	0.00	P	16.6	P	417	P
USGS	05289800	2019-09-30 08:40	CDT	14.39	P	222	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 08:45	CDT	14.39	P	222	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 08:50	CDT	14.40	P	224	P	0.00	P	16.6	P	419	P
USGS	05289800	2019-09-30 08:55	CDT	14.39	P	222	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 09:00	CDT	14.40	P	224	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 09:05	CDT	14.39	P	222	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 09:10	CDT	14.39	P	222	P	0.00	P	16.6	P	417	P
USGS	05289800	2019-09-30 09:15	CDT	14.39	P	222	P	0.00	P	16.6	P	417	P
USGS	05289800	2019-09-30 09:20	CDT	14.39	P	222	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 09:25	CDT	14.38	P	221	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 09:30	CDT	14.38	P	221	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 09:35	CDT	14.39	P	222	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 09:40	CDT	14.38	P	221	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 09:45	CDT	14.39	P	222	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 09:50	CDT	14.39	P	222	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 09:55	CDT	14.39	P	222	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 10:00	CDT	14.38	P	221	P	0.00	P	16.6	P	418	P
USGS	05289800	2019-09-30 10:05	CDT	14.38	P	221	P	0.00	P	16.6	P	420	P
USGS	05289800	2019-09-30 10:10	CDT	14.40	P	224	P	0.00	P	16.6	P	419	P
USGS	05289800	2019-09-30 10:15	CDT	14.38	P	221	P	0.00	P	16.6	P	419	P
USGS	05289800	2019-09-30 10:20	CDT	14.39	P	222	P	0.00	P	16.6	P	420	P
USGS	05289800	2019-09-30 10:25	CDT	14.39	P	222	P	0.00	P	16.6	P	419	P
USGS	05289800	2019-09-30 10:30	CDT	14.39	P	222	P	0.00	P	16.6	P	419	P
USGS	05289800	2019-09-30 10:35	CDT	14.38	P	221	P	0.00	P	16.6	P	419	P
USGS	05289800	2019-09-30 10:40	CDT	14.38	P	221	P	0.00	P	16.7	P	419	P
USGS	05289800	2019-09-30 10:45	CDT	14.39	P	222	P	0.00	P	16.7	P	419	P
USGS	05289800	2019-09-30 10:50	CDT	14.38	P	221	P	0.00	P	16.7	P	420	P
USGS	05289800	2019-09-30 10:55	CDT	14.38	P	221	P	0.00	P	16.7	P	420	P
USGS	05289800	2019-09-30 11:00	CDT	14.38	P	221	P	0.00	P	16.7	P	419	P
USGS	05289800	2019-09-30 11:05	CDT	14.38	P	221	P	0.00	P	16.7	P	420	P
USGS	05289800	2019-09-30 11:10	CDT	14.39	P	222	P	0.00	P	16.7	P	418	P
USGS	05289800	2019-09-30 11:15	CDT	14.37	P	220	P	0.00	P	16.7	P	419	P
USGS	05289800	2019-09-30 11:20	CDT	14.37	P	220	P	0.00	P	16.7	P	419	P
USGS	05289800	2019-09-30 11:25	CDT	14.38	P	221	P	0.00	P	16.7	P	419	P
USGS	05289800	2019-09-30 11:30	CDT	14.37	P	220	P	0.00	P	16.7	P	418	P
USGS	05289800	2019-09-30 11:35	CDT	14.38	P	221	P	0.00	P	16.7	P	419	P
USGS	05289800	2019-09-30 11:40	CDT	14.38	P	221	P	0.00	P	16.7	P	419	P
USGS	05289800	2019-09-30 11:45	CDT	14.37	P	220	P	0.00	P	16.8	P	420	P
USGS	05289800	2019-09-30 11:50	CDT	14.38	P	221	P	0.00	P	16.8	P	419	P
USGS	05289800	2019-09-30 11:55	CDT	14.37	P	220	P	0.00	P	16.8	P	420	P
USGS	05289800	2019-09-30 12:00	CDT	14.36	P	218	P	0.00	P	16.8	P	418	P
USGS	05289800	2019-09-30 12:05	CDT	14.37	P	220	P	0.00	P	16.8	P	420	P
USGS	05289800	2019-09-30 12:10	CDT	14.38	P	221	P	0.00	P	16.9	P	419	P
USGS	05289800	2019-09-30 12:15	CDT	14.37	P	220	P	0.00	P	16.9	P	420	P
USGS	05289800	2019-09-30 12:20	CDT	14.37	P	220	P	0.00	P	16.9	P	420	P
USGS	05289800	2019-09-30 12:25	CDT	14.38	P	221	P	0.00	P	17.0	P	420	P
USGS	05289800	2019-09-30 12:30	CDT	14.37	P	220	P	0.00	P	17.0	P	420	P
USGS	05289800	2019-09-30 12:35	CDT	14.37	P	220	P	0.00	P	17.0	P	418	P
USGS	05289800	2019-09-30 12:40	CDT	14.37	P	220	P	0.00	P	17.1	P	420	P
USGS	05289800	2019-09-30 12:45	CDT	14.37	P	220	P	0.00	P	17.1	P	420	P
USGS	05289800	2019-09-30 12:50	CDT	14.37	P	220	P	0.00	P	17.2	P	420	P
USGS	05289800	2019-09-30 12:55	CDT	14.37	P	220	P	0.00	P	17.2	P	420	P
USGS	05289800	2019-09-30 13:00	CDT	14.37	P	220	P	0.00	P	17.2	P	420	P
USGS	05289800	2019-09-30 13:05	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 13:10	CDT	14.37	P	220	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-30 13:15	CDT	14.38	P	221	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-30 13:20	CDT	14.37	P	220	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-30 13:25	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 13:30	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 13:35	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 13:40	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 13:45	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 13:50	CDT	14.37	P	220	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-30 13:55	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 14:00	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 14:05	CDT	14.38	P	221	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 14:10	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 14:15	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 14:20	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 14:25	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 14:30	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 14:35	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 14:40	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 14:45	CDT	14.37	P	220	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 14:50	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 14:55	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 15:00	CDT	14.36	P	218	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-30 15:05	CDT	14.36	P	218	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 15:10	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 15:15	CDT	14.36	P	218	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 15:20	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 15:25	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 15:30	CDT	14.37	P	220	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-30 15:35	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 15:40	CDT	14.36	P	218	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-30 15:45	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 15:50	CDT	14.36	P	218	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 15:55	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 16:00	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 16:05	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 16:10	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 16:15	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 16:20	CDT	14.37	P	220	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 16:25	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 16:30	CDT	14.36	P	218	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 16:35	CDT	14.36	P	218	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 16:40	CDT	14.36	P	218	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-30 16:45	CDT	14.36	P	218	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-30 16:50	CDT	14.35	P	217	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 16:55	CDT	14.36	P	218	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 17:00	CDT	14.36	P	218	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 17:05	CDT	14.36	P	218	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 17:10	CDT	14.36	P	218	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 17:15	CDT	14.36	P	218	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 17:20	CDT	14.36	P	218	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 17:25	CDT	14.36	P	218	P	0.00	P	17.3	P	423	P
USGS	05289800	2019-09-30 17:30	CDT	14.36	P	218	P	0.00	P	17.3	P	423	P
USGS	05289800	2019-09-30 17:35	CDT	14.35	P	217	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 17:40	CDT	14.36	P	218	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-30 17:45	CDT	14.36	P	218	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 17:50	CDT	14.35	P	217	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-30 17:55	CDT	14.35	P	217	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 18:00	CDT	14.36	P	218	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 18:05	CDT	14.36	P	218	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-30 18:10	CDT	14.35	P	217	P	0.00	P	17.2	P	422	P
USGS	05289800	2019-09-30 18:15	CDT	14.34	P	216	P	0.00	P	17.2	P	422	P
USGS	05289800	2019-09-30 18:20	CDT	14.36	P	218	P	0.00	P	17.2	P	423	P
USGS	05289800	2019-09-30 18:25	CDT	14.35	P	217	P	0.00	P	17.2	P	423	P
USGS	05289800	2019-09-30 18:30	CDT	14.34	P	216	P	0.00	P	17.2	P	423	P
